SeniorCitizen,tenure,MonthlyCharges,TotalCharges,avg_monthly_spend,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1-2yr,tenure_group_2-3yr,tenure_group_3-4yr,tenure_group_4-6yr,Actual_Churn,Churn_Probability,Predicted_Churn
0,68,89.95,5974.3,86.5840579710145,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,0,0.07911351321818057,0
0,71,105.15,7555.0,104.93055555555556,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,0,0.08838397463703603,0
0,1,59.2,59.2,29.6,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1,0.7050465871703798,1
0,13,98.15,1230.25,87.875,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,1,0.7552622021460695,1
0,5,84.5,453.75,75.625,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,0.8347903995714768,1
0,22,20.85,450.65,19.593478260869563,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,0,0.015825874213905165,0
0,10,26.1,225.55,20.504545454545454,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,0,0.08430039014002944,0
1,55,74.0,4052.4,72.36428571428571,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,0.6189998564547393,1
0,27,20.55,583.3,20.832142857142856,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.07750687210248987,0
0,10,18.85,163.2,14.836363636363636,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0.190004849455102,0
0,23,20.85,473.9,19.745833333333334,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,0,0.0913792664181051,0
0,70,84.1,5979.7,84.22112676056338,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,0,0.09598604524101005,0
0,5,46.0,221.7,36.949999999999996,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.18095672125652573,0
0,24,19.55,470.2,18.808,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,0,0.025022832880994474,0
0,8,20.2,140.95,15.66111111111111,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0,0.1019573616211529,0
0,19,88.8,1672.35,83.61749999999999,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,0,0.5895624625877929,1
1,43,100.55,4304.0,97.81818181818181,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,0,0.21237386066188416,0
1,67,101.4,6841.05,100.60367647058824,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,0,0.29828398588817084,0
0,4,55.3,238.5,47.7,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,0,0.529954389171202,1
0,59,113.75,6561.25,109.35416666666667,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,0,0.345047069273439,0
0,72,25.4,1710.9,23.436986301369863,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,0,0.005541192162279854,0
0,19,20.0,377.55,18.8775,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0,0.25628916592626344,0
0,1,73.5,73.5,36.75,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.7259969518960313,1
0,30,51.2,1561.5,50.37096774193548,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,1,0.09618137602522504,0
0,2,74.4,139.4,46.46666666666667,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,0.8766956028370954,1
0,60,65.85,3928.3,64.3983606557377,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0,0.014034427825623141,0
0,44,111.5,4915.15,109.22555555555554,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,0,0.5475344379100086,1
0,1,48.6,48.6,24.3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,0.790533941677317,1
0,3,29.9,92.25,23.0625,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,0.7639059386975114,1
1,71,24.85,1901.0,26.40277777777778,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,0,0.0026322641632207937,0
0,2,49.2,103.7,34.56666666666667,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.3965701643152247,0
0,1,25.85,25.85,12.925,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0,0.39253466406178,0
0,72,115.5,8425.15,115.41301369863014,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,0,0.13789736676091685,0
0,6,85.95,514.6,73.51428571428572,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,0,0.5657469922517875,1
0,1,85.55,85.55,42.775,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,1,0.897383265609215,1
1,20,89.95,1648.45,78.49761904761905,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,0,0.5076567084218462,1
0,1,88.35,88.35,44.175,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,1,0.9775848827280166,1
0,12,20.05,265.45,20.41923076923077,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0.12334914122996499,0
0,9,24.95,190.25,19.025,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,0.63012464912905,1
0,12,20.1,223.6,17.2,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0.11161344276434507,0
0,1,49.9,49.9,24.95,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,0.6919586890242366,1
0,17,19.65,351.55,19.530555555555555,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0,0.09587496336253575,0
0,12,79.55,958.25,73.71153846153847,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0,0.49544246631509825,0
0,12,106.7,1253.9,96.45384615384616,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,1,0.7129584901480757,1
0,15,55.7,899.8,56.2375,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,1,0.2524322143997467,0
0,71,99.0,6994.6,97.14722222222223,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,0,0.24240653999675754,0
0,30,85.0,2624.25,84.65322580645162,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,1,0.6121551590896842,1
0,33,20.15,682.15,20.063235294117646,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.052945222187899946,0
0,1,19.9,19.9,9.95,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0.3664333661777336,0
0,62,70.45,4300.45,68.2611111111111,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,0,0.13525615813611494,0
0,72,116.8,8456.75,115.8458904109589,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,True,0,0.06866536046323686,0
0,30,66.3,1923.5,62.04838709677419,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0.019833111359808423,0
0,3,20.55,57.4,14.35,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,0,0.2449652689763593,0
0,28,90.45,2509.25,86.52586206896552,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,0,0.43759662105829616,0
0,30,94.3,2679.7,86.44193548387096,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,0,0.5541233964587439,1
0,12,19.0,233.55,17.965384615384615,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,1,0.15143442117747855,0
0,51,24.6,1266.4,24.353846153846156,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.05702585982431918,0
0,15,45.9,693.45,43.340625,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,0,0.08502396399994243,0
0,72,25.1,1790.8,24.53150684931507,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,0,0.009239925891411377,0
0,32,108.15,3432.9,104.02727272727273,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,1,0.5710071033007643,1
1,6,74.1,450.9,64.41428571428571,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,0.6293382605522834,1
0,63,70.8,4448.8,69.5125,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,0,0.015169426412939386,0
1,11,95.15,997.65,83.1375,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,1,0.48569358819477215,0
0,19,61.55,1093.2,54.660000000000004,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,0,0.17796537753681516,0
0,64,73.05,4688.65,72.13307692307691,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,0,0.10290259020103089,0
0,7,69.45,477.05,59.63125,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0,0.21164745610020644,0
1,4,20.05,91.45,18.29,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0.1986342684685386,0
0,7,19.95,147.5,18.4375,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,0,0.3763993898771556,0
0,4,90.4,356.65,71.33,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0,0.8093274666259811,1
0,3,74.55,233.65,58.4125,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,0.742587487012203,1
1,65,53.5,3517.9,53.301515151515154,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,0,0.02617715209393225,0
0,42,63.7,2763.35,64.2639534883721,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,0,0.056843352504893196,0
0,26,75.0,1908.35,70.67962962962963,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,0,0.03998932754615657,0
0,48,25.05,1171.5,23.908163265306122,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,0,0.020974053617944362,0
0,69,99.35,6856.45,97.94928571428571,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,0,0.2730558401083565,0
0,17,44.45,792.15,44.00833333333333,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,0,0.20712077395620238,0
0,1,21.0,21.0,10.5,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,1,0.5725187716895028,1
0,4,76.65,333.6,66.72,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,0.29283416492236564,0
1,34,96.35,3190.25,91.15,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,0,0.3070792741078811,0
0,2,70.35,139.25,46.416666666666664,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.7000566690561482,1
0,1,50.45,50.45,25.225,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.5163201341536174,1
0,12,20.3,246.7,18.976923076923075,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0.1001124491261703,0
0,38,69.5,2625.25,67.31410256410257,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,0,0.4306373997153318,0
0,31,80.55,2471.6,77.2375,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,0,0.024989467321574407,0
0,67,108.75,7156.2,105.23823529411764,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,True,1,0.19699951696076887,0
0,22,88.75,1885.15,81.96304347826087,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,0,0.8031699489179086,1
0,63,81.2,4965.1,77.5796875,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,0,0.11702068544987132,0
0,70,79.6,5589.45,78.72464788732394,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,0,0.004060336114907269,0
0,1,20.45,20.45,10.225,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0.4110100931005841,0
0,49,100.45,4941.8,98.836,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,1,0.34096820829394126,0
1,71,89.45,6435.25,89.37847222222223,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,0,0.03395036473840285,0
0,23,66.25,1533.8,63.90833333333333,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,0,0.04642963321304043,0
0,72,90.8,6397.6,87.63835616438357,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,True,0,0.03177931252510526,0
0,72,71.45,5025.85,68.84726027397261,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,0,0.006987946396601357,0
0,2,69.75,144.55,48.18333333333334,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.44557880834884595,0
0,42,59.65,2536.55,58.989534883720935,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.022685278938506793,0
0,47,19.75,948.9,19.76875,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,0,0.01113001753332027,0
0,29,19.85,535.05,17.834999999999997,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,0,0.045788305092050535,0
0,72,63.8,4684.3,64.16849315068494,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,0,0.011714943863899036,0
0,1,69.55,69.55,34.775,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,0.9380400349135272,1
0,40,51.1,2092.9,51.046341463414635,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0,0.13346029075713592,0
0,1,62.05,62.05,31.025,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.5760039811844216,1
1,1,85.0,85.0,42.5,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,1,0.9357744059363909,1
0,70,98.3,6859.5,96.61267605633803,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,1,0.07851172490331802,0
0,49,19.9,1022.6,20.452,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,0,0.04665983978849701,0
0,17,76.65,1313.55,72.975,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,1,0.4998071616225325,0
0,33,66.4,2245.4,66.04117647058824,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,0,0.10280538499944673,0
1,17,100.45,1622.45,90.13611111111112,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,1,0.7780460795242593,1
0,21,75.9,1549.75,70.44318181818181,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,0,0.13551363990576112,0
0,35,85.95,3110.1,86.39166666666667,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,False,True,False,False,1,0.07246293426176992,0
0,12,60.65,743.3,57.176923076923075,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,0,0.1767391732059249,0
0,9,50.85,466.6,46.660000000000004,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.14560062604297697,0
0,72,24.45,1709.1,23.412328767123288,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,0,0.0019173780525924208,0
1,18,59.1,1011.05,53.21315789473684,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,0,0.3519059902520614,0
0,58,109.1,6393.65,108.36694915254236,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,True,0,0.27353430601397444,0
1,30,101.3,2974.5,95.95161290322581,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,0,0.4292749390867206,0
0,56,115.85,6567.9,115.22631578947367,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,0,0.1711245547914542,0
0,10,94.9,1048.85,95.35,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,1,0.6756031753828033,1
0,2,35.1,68.75,22.916666666666668,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,1,0.828363268048845,1
0,18,24.65,471.35,24.807894736842105,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,True,False,False,False,0,0.14934843329468767,0
0,51,56.15,2898.95,55.74903846153846,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,False,False,True,0,0.18640856221231172,0
0,60,109.45,6572.85,107.7516393442623,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,0,0.3772385919141983,0
0,24,55.15,1319.85,52.794,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0,0.061027102868018886,0
0,70,115.65,7968.85,112.23732394366198,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,1,0.12435137817398478,0
0,12,53.75,648.65,49.896153846153844,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,0.28692639306301054,0
0,25,61.6,1611.0,61.96153846153846,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0,0.042472040401325496,0
0,36,20.35,695.85,18.80675675675676,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,0,0.04032980954201324,0
0,11,90.6,1020.2,85.01666666666667,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0,0.5009915125938263,1
0,7,89.75,608.8,76.1,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,1,0.7358559521304485,1
1,26,98.1,2510.7,92.98888888888888,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,0,0.6307148246764916,1
0,41,74.25,3089.1,73.55,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0,0.4301066639531014,0
1,57,55.0,3094.05,53.345689655172414,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,0,0.21876825323379462,0
0,28,90.1,2598.95,89.61896551724138,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,1,0.1805538958535995,0
0,10,64.9,685.55,62.32272727272727,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,0,0.08054664289345505,0
0,41,56.3,2364.0,56.285714285714285,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,0,0.07596559248044196,0
0,22,89.05,1886.25,82.01086956521739,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,0,0.4375581125855259,0
0,57,112.95,6465.0,111.46551724137932,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,1,0.0715594310930722,0
0,13,19.45,270.2,19.3,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,0,0.15854581104856638,0
0,61,100.7,6018.65,97.07499999999999,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,0,0.21020105220611127,0
0,1,20.05,20.05,10.025,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0.38038965109436595,0
0,18,19.35,309.25,16.276315789473685,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,0,0.06349130487517596,0
0,6,87.95,522.35,74.62142857142858,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0,0.747785942134084,1
0,7,59.5,415.95,51.99375,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,1,0.3553743200727071,0
0,9,55.3,501.2,50.12,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,0.3860045930552239,0
1,1,49.25,49.25,24.625,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1,0.7041835497138053,1
0,9,80.8,713.1,71.31,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,1,0.6740360066467284,1
0,49,20.45,900.9,18.018,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,0,0.014674722149948739,0
